LAND SQUARE FEET,GROSS SQUARE FEET, SALE PRICE 
2928,2660,1125000
3000,3350,1125000
2048,3520,1125000
6000,2540,1128000
2500,2940,1128000
4000,1184,1130000
4958,1310,1130000
2000,1326,1130000
2100,1511,1130000
2500,1600,1130000
5589,1661,1130000
2500,1908,1130000
2856,1968,1130000
5134,2134,1130000
2952,2188,1130000
4209,2400,1130000
5000,2462,1130000
1978,2644,1130000
3500,3299,1130000
4200,4665,1130000
1942,1482,1131000
4771,1781,1133800
1480,952,1135000
3000,1217,1135000
5330,1350,1135000
1800,1483,1135000
5000,1574,1135000
2502,2088,1135000
1566,2770,1135000
1995,3674,1135000
5605,2482,1136800
5800,4385,1139999
2500,1972,1140000
6347,2072,1140000
4300,2953,1140000
1577,1742,1145000
2500,1800,1145000
1860,2120,1145000
2175,2160,1145000
2817,2192,1145000
3150,2260,1145000
2346,2656,1145000
4000,2709,1145000
6250,3732,1145000
3125,1722,1148000
2680,1872,1148000
2756,2464,1148000
2040,1970,1149000
968,1764,1149723
1655,972,1150000
2000,1340,1150000
3120,1356,1150000
2142,1415,1150000
4000,1458,1150000
3150,1568,1150000
4000,1650,1150000
4579,1668,1150000
5000,1756,1150000
2000,1827,1150000
2500,1880,1150000
3000,1880,1150000
4000,1880,1150000
5000,1911,1150000
3774,1978,1150000
1640,2022,1150000
5290,2041,1150000
3187,2054,1150000
4000,2085,1150000
2900,2116,1150000
2660,2148,1150000
4000,2152,1150000
2500,2160,1150000
2467,2200,1150000
6000,2226,1150000
4275,2229,1150000
2500,2240,1150000
3800,2324,1150000
3000,2330,1150000
7525,2333,1150000
4000,2397,1150000
2116,2418,1150000
4000,2444,1150000
4000,2496,1150000
2500,2550,1150000
1957,2646,1150000
2300,2656,1150000
7600,2683,1150000
2450,2700,1150000
5800,2700,1150000
2250,2760,1150000
2100,2761,1150000
7500,2908,1150000
3531,2960,1150000
2480,3056,1150000
6175,3250,1150000
2000,3492,1150000
7000,3660,1150000
2500,4875,1150000
4800,1586,1152500
2000,1280,1153000
4677,1200,1155000
1700,1224,1155000
2500,1508,1155000
2200,2000,1155000
5613,2400,1155000
2480,2800,1159000
2075,1400,1160000
3788,1600,1160000
3700,1656,1160000
3000,1680,1160000
6000,1810,1160000
2042,1824,1160000
6000,1832,1160000
2500,2100,1160000
5000,2366,1160000
2500,3250,1160000
2733,3420,1160000
6640,3458,1160000
3303,1520,1165000
4000,1688,1165000
1250,1732,1165000
2017,1758,1165000
6000,1884,1165000
5000,3437,1165000
4114,2108,1166000
2000,1594,1167500
2800,1848,1169000
4000,1226,1170000
2914,1740,1170000
4000,1770,1170000
2628,1932,1170000
2994,2000,1170000
2500,2035,1170000
6650,2120,1170000
4000,2128,1170000
2500,2180,1170000
2571,2240,1170000
4000,2398,1170000
2725,2656,1170000
5117,3250,1171000
3400,1528,1175000
1147,1800,1175000
2000,2072,1175000
3570,2160,1175000
8600,2260,1175000
2250,2272,1175000
3000,2407,1175000
6000,2430,1175000
1820,2450,1175000
2250,2487,1175000
2642,2536,1175000
2042,4500,1175000
4080,2938,1176660
2000,2800,1177000
2600,1780,1180000
2000,1800,1180000
4750,1812,1180000
3000,1960,1180000
1580,2080,1180000
2000,2080,1180000
4368,2082,1180000
4939,2140,1180000
4000,2160,1180000
3000,2248,1180000
2000,2305,1180000
4000,2310,1180000
2210,2356,1180000
1400,2400,1180000
3360,3391,1180000
2200,1868,1182500
3000,2000,1184500
4000,1487,1185000
1800,1836,1185000
4050,1860,1185000
4000,1995,1185000
4000,2332,1185000
5175,4280,1185000
8750,1799,1186000
2250,1568,1188000
6000,1690,1188000
2000,1408,1190000
2500,1504,1190000
2983,1562,1190000
2300,2070,1190000
7500,2132,1190000
4000,2187,1190000
2650,2974,1190000
3500,2400,1191000
2300,750,1195000
1440,1395,1195000
2000,2680,1195000
4025,1050,1200000
4040,1150,1200000
1775,1224,1200000
2200,1280,1200000
2500,1280,1200000
7000,1372,1200000
4000,1396,1200000
3125,1400,1200000
7500,1606,1200000
5021,1664,1200000
6000,1669,1200000
1950,1684,1200000
2240,1722,1200000
1589,1764,1200000
3063,1804,1200000
7200,1804,1200000
5040,1840,1200000
4899,1846,1200000
4000,1881,1200000
2500,1908,1200000
2332,1932,1200000
2935,1984,1200000
4122,2067,1200000
2525,2080,1200000
4000,2102,1200000
2500,2136,1200000
4240,2136,1200000
4616,2150,1200000
5000,2168,1200000
2500,2176,1200000
2679,2192,1200000
4000,2224,1200000
5000,2227,1200000
1632,2380,1200000
2000,2400,1200000
5500,2403,1200000
1980,2420,1200000
5000,2430,1200000
1606,2446,1200000
3400,2474,1200000
6439,2480,1200000
3384,2492,1200000
2742,2593,1200000
2000,2660,1200000
4257,2770,1200000
2500,2800,1200000
2048,2968,1200000
1800,3120,1200000
2494,3254,1200000
2333,3456,1200000
3513,3476,1200000
2500,3600,1200000
2600,3713,1200000
9204,4800,1200000
4200,5080,1200000
2800,5712,1200000
1750,6060,1200000
1250,2499,1200888
1400,2400,1201535
1054,1764,1203327
7425,1920,1205000
17135,3460,1205000
4000,2060,1208000
2506,3702,1208154
6000,1188,1210000
3500,1480,1210000
1600,2040,1210000
4000,2150,1210000
3740,2483,1210000
2150,2824,1210000
3437,2872,1210000
6000,3255,1210000
2023,3300,1210000
4225,3334,1210000
2500,4020,1210000
6500,2240,1212000
1306,952,1212500
1650,784,1215000
2634,1748,1215000
3307,2840,1215695
1940,1760,1220000
4980,2408,1220000
2442,2484,1220000
1858,2608,1220000
2017,3372,1220000
2794,3496,1220000
2025,3500,1220000
2500,3060,1221900
2500,3060,1221900
5700,3070,1221900
1500,3252,1221900
1360,800,1225000
1700,1232,1225000
2175,1408,1225000
6000,1487,1225000
5000,1620,1225000
2000,1640,1225000
3137,1848,1225000
2160,2280,1225000
4100,2335,1225000
3000,2652,1225000
2400,2740,1225000
8960,3824,1225000
2820,3960,1225000
5700,3160,1226500
2000,3178,1228000
3500,1364,1229911
2600,1280,1230000
6000,1366,1230000
2517,1614,1230000
1925,1845,1230000
4000,1960,1230000
2358,2136,1230000
2500,2280,1230000
4800,2280,1230000
2725,2686,1230000
2100,2760,1230000
3000,2976,1230000
2835,3013,1230000
2000,3040,1230000
1810,3240,1230000
7263,3375,1230000
4850,3846,1230000
5000,3498,1232000
4000,1670,1235000
1895,3150,1235000
3571,2480,1236000
2000,2168,1238000
4200,1350,1239000
4000,2570,1239000
2000,1680,1240000
3990,2354,1240000
3267,2550,1240000
2750,3015,1240000
2568,3192,1240000
5005,4169,1240000
6000,4642,1240000
2791,5850,1240000
2199,1977,1242265
2272,2154,1242265
4400,1742,1243500
6000,1874,1245000
2548,2068,1245000
1731,3381,1245000
3800,2296,1248000
5000,3605,1249000
6532,1400,1250000
2500,1472,1250000
3910,1661,1250000
5000,1718,1250000
1800,1782,1250000
1800,1836,1250000
5500,1848,1250000
1475,1850,1250000
5312,1936,1250000
3520,1997,1250000
2588,2024,1250000
1800,2046,1250000
2325,2072,1250000
3800,2174,1250000
5500,2204,1250000
2050,2240,1250000
6000,2246,1250000
2017,2280,1250000
2475,2340,1250000
2975,2340,1250000
4000,2340,1250000
6000,2432,1250000
2500,2520,1250000
2258,2650,1250000
2525,2695,1250000
4242,2750,1250000
8225,2784,1250000
4000,2859,1250000
2000,3222,1250000
3700,3232,1250000
2390,3265,1250000
2800,3286,1250000
2400,3336,1250000
4490,3400,1250000
3225,3431,1250000
2017,3480,1250000
2000,3972,1250000
2500,3147,1251888
1960,2720,1252000
3061,3265,1253000
1916,3926,1253000
4680,2076,1255000
3142,1674,1257000
4000,1900,1258901
1317,960,1260000
1152,1401,1260000
3125,1843,1260000
4744,2120,1260000
2275,2656,1260000
8750,2706,1260000
2100,3100,1260000
2000,3120,1260000
1800,3384,1260000
6000,3623,1260000
5400,2800,1262000
3200,2376,1262500
2375,3300,1264200
3613,1628,1265000
2125,3384,1265000
2500,2280,1268000
2000,4000,1269999
2700,1840,1270000
6000,1960,1270000
5000,2148,1270000
4000,2190,1270000
1957,2695,1270000
5000,2856,1270000
15750,4272,1270000
2500,4860,1270000
3400,2310,1272813
1800,1728,1275000
2000,1920,1275000
2500,2040,1275000
6000,2320,1275000
2727,2675,1275000
2000,3080,1275000
2300,3234,1275000
3072,3624,1275000
3337,2070,1277500
1169,2946,1278000
4000,1281,1280000
4411,1720,1280000
3200,1760,1280000
3300,1848,1280000
1900,1928,1280000
3325,1988,1280000
3000,2000,1280000
4000,2201,1280000
5000,2257,1280000
4000,2392,1280000
2500,2400,1280000
2800,2964,1280000
5000,3026,1280000
2800,3192,1280000
2121,3265,1280000
1880,3480,1280000
2000,1326,1282000
1967,2447,1285000
4085,2940,1285000
4500,3085,1285000
3250,1624,1286000
4324,2024,1287000
2244,2572,1287000
4550,2846,1288000
9348,1920,1290000
4000,2187,1290000
2400,2200,1290000
4340,2288,1290000
4954,2304,1290000
2500,2400,1290000
4000,2445,1290000
3131,2976,1290000
4000,1144,1300000
5260,1448,1300000
2500,1646,1300000
2256,1650,1300000
6840,1712,1300000
5789,1792,1300000
889,1848,1300000
8000,1852,1300000
3000,1854,1300000
1880,1950,1300000
6648,1956,1300000
4000,2050,1300000
2400,2080,1300000
6120,2088,1300000
2000,2135,1300000
2500,2176,1300000
5000,2240,1300000
1440,2363,1300000
6000,2392,1300000
2600,2394,1300000
5000,2500,1300000
6000,2543,1300000
12500,2596,1300000
7500,2603,1300000
2000,2620,1300000
1782,2700,1300000
5967,2740,1300000
2500,2750,1300000
2200,2836,1300000
2500,2876,1300000
3366,3048,1300000
3433,3105,1300000
1991,3246,1300000
3200,3267,1300000
3000,3368,1300000
2550,3400,1300000
2403,3432,1300000
2100,3528,1300000
1700,3600,1300000
2500,3750,1300000
2460,3780,1300000
1983,4204,1300000
4000,4320,1300000
3801,5712,1300000
4800,2600,1305000
2142,1935,1308000
8833,1504,1310000
5000,1540,1310000
5000,1684,1310000
2189,1836,1310000
4302,2374,1310000
3125,2675,1310000
2625,2902,1310000
3999,3052,1310000
2744,3105,1310000
4000,2105,1315000
1520,2470,1315000
4000,2490,1315000
4158,2758,1317500
4000,2000,1320000
3300,2920,1320000
2500,3000,1320000
8500,3363,1320000
8900,2160,1322888
2500,2900,1323000
2820,1964,1323725
2834,1980,1323725
2500,2635,1323725
2520,3286,1323725
6197,1731,1324300
1900,1526,1325000
10300,2320,1325000
1967,2650,1325000
4000,1136,1330000
2500,1774,1330000
2502,1911,1330000
2850,1920,1330000
3011,2204,1330000
1366,2916,1330000
2400,2240,1335000
2375,1568,1338000
1840,2500,1338000
5400,2550,1338000
3298,3740,1338000
4000,1778,1340000
3282,1880,1340000
4000,2288,1340000
3500,2750,1340000
1419,3360,1340000
2952,6143,1340000
5740,2831,1344090
2500,1050,1348000
2520,1525,1350000
2133,1764,1350000
6000,1800,1350000
1363,1824,1350000
4000,1976,1350000
1940,2080,1350000
2442,2160,1350000
2400,2176,1350000
2282,2244,1350000
5000,2250,1350000
5305,2400,1350000
1600,2484,1350000
1600,2600,1350000
6000,2644,1350000
4600,2652,1350000
6000,2735,1350000
8000,2796,1350000
2000,2800,1350000
2500,2877,1350000
3000,3091,1350000
2200,3100,1350000
2002,3137,1350000
5096,3166,1350000
8400,3216,1350000
4440,3224,1350000
3507,3240,1350000
4845,3248,1350000
3225,3267,1350000
2106,3300,1350000
4000,3327,1350000
3000,3432,1350000
2500,3732,1350000
2810,4158,1350000
2875,5625,1350000
2649,2106,1351000
3200,3267,1352500
3200,1863,1352750
6883,1506,1355000
6100,2120,1355000
2500,2280,1355000
5000,2700,1355000
2000,1360,1357500
8000,1994,1360000
6000,2232,1360000
4750,2236,1360000
1700,2622,1360000
4000,2720,1360000
2026,3000,1360000
2358,3204,1360000
2506,3702,1361225
3700,1716,1362500
2720,1920,1362500
4352,1248,1363000
2395,2380,1364000
2912,3100,1368000
2207,2340,1370000
2800,2935,1370000
3100,3232,1370000
3924,3430,1370000
1357,2262,1370400
3581,2400,1374638
2500,1344,1375000
6000,2137,1375000
2210,2280,1375000
2000,2348,1375000
4100,2392,1375000
3500,2750,1375000
4000,2880,1375000
2000,3025,1375000
2100,3265,1375000
3125,3320,1375000
2500,3750,1375000
2500,3922,1375000
2002,2840,1377000
1815,1890,1380000
3186,2068,1380000
3000,2320,1380000
2500,2352,1380000
6000,2400,1380000
2142,2560,1380000
4000,2652,1380000
2600,2780,1380000
2107,3065,1380000
4000,3432,1380000
2000,3800,1380000
5880,2938,1384820
1988,2080,1385000
2000,3160,1385000
3437,3370,1385000
3800,3370,1385000
5358,2300,1388000
2000,2920,1388000
4900,3578,1388000
6360,2378,1388800
3622,2400,1389911
1960,2240,1390000
3900,3129,1390000
5100,3789,1390000
3100,3178,1391000
2000,2070,1392593
4000,2522,1395000
4000,2000,1395003
4200,2368,1398000
10000,2672,1398000
2000,3100,1398000
2123,3265,1398888
4000,7005,1399365
4416,2672,1399999
5000,1548,1400000
5691,1584,1400000
7114,1594,1400000
5000,1844,1400000
4000,1880,1400000
4900,2379,1400000
2974,2433,1400000
2162,2576,1400000
2370,2600,1400000
2630,2750,1400000
4000,2786,1400000
1815,2824,1400000
4946,2875,1400000
2340,2964,1400000
4622,3014,1400000
4377,3040,1400000
2130,3200,1400000
4131,3250,1400000
3441,3267,1400000
1800,3300,1400000
3400,3426,1400000
6000,3439,1400000
4200,3520,1400000
2646,3760,1400000
4750,4097,1400000
1781,4320,1400000
2240,4368,1400000
2217,4720,1400000
5000,5000,1400000
1900,5100,1400000
2819,5712,1400000
2500,6375,1400000
4520,12300,1400000
1800,2400,1405000
3800,2500,1405000
2800,3286,1405000
2000,1440,1410000
2000,2700,1410000
2900,2850,1410000
2200,3000,1410000
3335,3344,1410000
2500,3930,1412500
5000,4100,1415000
4000,1464,1415368
5700,2845,1418000
6000,2123,1420000
2500,2328,1420000
5232,2600,1420000
2500,2910,1420000
2442,3120,1420000
2178,3622,1420000
1650,952,1425000
3383,2142,1425000
3413,3000,1425000
2800,3476,1425000
3200,3787,1425000
2000,3975,1425000
9105,4472,1425000
10136,4751,1428000
1550,2950,1429000
1700,1600,1429741
3125,2400,1430000
3300,3139,1430000
3418,2088,1433000
3120,2280,1438000
1870,2638,1438000
4720,2840,1438000
4000,2288,1440000
4000,2600,1440000
2906,3476,1440000
3800,2317,1445000
2000,3250,1445000
4000,2060,1448836
4000,1997,1450000
4142,2074,1450000
6993,2160,1450000
2042,2320,1450000
4250,2364,1450000
4000,2702,1450000
6000,2768,1450000
4500,2800,1450000
4300,2808,1450000
4003,2904,1450000
2500,2950,1450000
3960,3000,1450000
12960,3096,1450000
3325,3306,1450000
1948,3600,1450000
1800,3662,1450000
3220,5700,1450000
4000,1668,1455000
8379,2152,1455000
4000,2436,1458000
3500,2896,1458000
2500,1252,1460000
3788,1470,1460000
4150,2730,1460000
2500,3200,1460000
3200,3275,1460000
4000,3000,1460500
3555,2402,1463000
2055,3388,1465000
2614,3762,1465000
3000,2332,1470000
6000,2444,1470000
11150,4080,1472500
2842,2040,1475000
2500,2394,1475000
2500,2560,1475000
5000,2880,1475000
2500,3500,1475000
1940,4800,1475000
4000,2054,1476463
3400,2310,1476463
1800,3360,1477000
3418,2088,1480000
3200,2824,1480000
8008,3200,1480000
2800,3368,1480000
4451,2368,1486000
3000,2940,1488000
2543,2444,1488459
7293,2248,1490000
4500,2376,1490000
10700,2944,1490000
1800,1728,1495000
2400,2620,1495000
4000,1987,1496828
4000,2098,1499000
4000,2098,1499000
1272,1494,1500000
5000,1750,1500000
7644,1872,1500000
1725,2000,1500000
3360,2232,1500000
2500,2288,1500000
1903,2400,1500000
1470,2520,1500000
1885,2520,1500000
12075,2562,1500000
2400,2600,1500000
2900,2608,1500000
4000,2655,1500000
4275,2715,1500000
2125,2720,1500000
2400,2720,1500000
2483,2728,1500000
2567,2736,1500000
10425,2780,1500000
2802,2798,1500000
4000,2856,1500000
3975,2862,1500000
2800,2961,1500000
1968,3000,1500000
1001,3003,1500000
2865,3100,1500000
2500,3120,1500000
2100,3150,1500000
1859,3300,1500000
2045,3300,1500000
2190,3300,1500000
6250,3356,1500000
3000,3474,1500000
2500,3500,1500000
2567,3560,1500000
2000,5250,1500000
6913,9317,1500000
2500,2052,1505000
22400,3380,1505000
4000,2048,1507010
3500,2888,1510000
5000,3030,1510000
2352,3736,1510000
3300,5400,1510000
2318,2118,1515000
2500,2160,1515000
2083,3840,1515000
2142,1890,1520000
5000,1943,1520000
4117,2058,1520000
4000,2302,1520000
2000,3200,1520000
2967,3465,1520000
6147,2324,1525000
7140,2651,1525000
7320,6780,1525000
1700,3600,1527375
5000,1960,1530000
4000,1982,1530000
12308,2024,1530000
2214,3360,1530000
1700,3935,1530000
4002,1977,1532466
1720,2880,1535000
5000,2498,1537558
2500,2064,1540000
2040,3300,1540000
2500,3400,1542000
1808,1400,1550000
12250,1719,1550000
4250,2080,1550000
2200,2112,1550000
2030,2232,1550000
6000,2510,1550000
2414,2550,1550000
2172,2560,1550000
1861,2607,1550000
4000,2700,1550000
2210,2714,1550000
1575,2750,1550000
1981,3126,1550000
6000,3158,1550000
2500,3630,1550000
2375,3960,1550000
2500,4500,1550000
5000,5398,1550000
2591,5772,1550000
6000,4498,1552831
4448,3287,1555000
9245,2464,1560000
6000,2912,1560000
2950,4130,1560000
2500,4500,1560000
2742,5600,1560000
2500,3255,1565000
3150,7929,1565000
4000,1924,1570000
4140,2184,1570000
1986,1432,1575000
2342,2080,1575000
4000,2294,1575000
3750,3277,1578288
2500,2000,1580000
4000,2088,1580000
3500,2969,1580000
2830,3456,1580000
2300,3240,1582000
7500,4165,1583000
2000,2428,1587500
2017,2850,1588000
3818,1280,1588470
3000,2132,1588470
2969,2080,1589000
2525,2300,1599000
5225,1930,1600000
7920,1967,1600000
6500,1989,1600000
4000,1991,1600000
8800,2032,1600000
2500,2046,1600000
2500,2288,1600000
4400,2299,1600000
3812,2402,1600000
2500,2456,1600000
1967,2500,1600000
7625,2640,1600000
1790,2693,1600000
3500,2780,1600000
4363,2842,1600000
1978,2860,1600000
2040,2880,1600000
5940,2968,1600000
6700,3467,1600000
2550,3660,1600000
2000,4380,1600000
3125,5325,1600000
10400,7800,1600000
2500,3400,1608000
1782,1600,1610000
2000,3496,1610000
2304,4424,1618000
5016,1140,1619018
3333,3625,1620000
3600,1572,1625000
5000,1595,1625000
5090,2400,1625000
1954,4590,1625000
2500,2136,1629200
14691,1664,1630000
1735,1840,1630000
6000,2588,1630000
2142,3139,1630000
1751,1765,1639000
4000,2289,1640000
4608,2640,1640000
2807,2478,1645000
475,2368,1650000
5337,2640,1650000
5317,2655,1650000
4000,2710,1650000
6000,2716,1650000
2100,2902,1650000
5856,2942,1650000
3179,3244,1650000
1975,3334,1650000
2193,3414,1650000
3243,5459,1650000
7600,6136,1650000
10000,12420,1650000
1900,1830,1655000
2200,1928,1660000
5663,2600,1660000
2780,5200,1660000
2465,3303,1664839
3942,2180,1670000
8000,3315,1670000
2121,3430,1670000
5000,2100,1675000
2000,3220,1675000
2500,2400,1680000
3000,2926,1680113
3000,2926,1680113
3942,2035,1685000
8533,2680,1685000
6540,3073,1685000
3800,9880,1690673
3157,1648,1699000
4000,900,1700000
2100,1774,1700000
3000,1944,1700000
3000,1944,1700000
10500,1980,1700000
9013,2132,1700000
4000,2358,1700000
3242,2434,1700000
10149,2600,1700000
3875,2646,1700000
6450,2754,1700000
2217,3171,1700000
2217,3171,1700000
2217,3171,1700000
2217,3171,1700000
3233,3171,1700000
3650,3171,1700000
6500,3171,1700000
2900,3298,1700000
3720,3500,1700000
1800,3600,1700000
1900,3648,1700000
2000,4640,1700000
1573,4660,1700000
2500,5715,1700000
7618,6810,1700000
2068,3149,1705000
2500,3139,1710000
2142,3654,1710000
12717,4035,1710000
5000,1560,1715000
7776,2300,1720000
7920,2780,1720000
1950,3275,1720000
5200,4048,1720000
9734,3180,1725000
2100,3517,1725000
2500,2400,1730000
2867,2043,1735000
5400,2550,1738888
3000,2060,1740000
6998,2475,1740000
1900,3135,1740000
5000,4031,1740000
10000,4417,1740000
2242,1000,1750000
7200,1380,1750000
7288,1780,1750000
6680,2348,1750000
3780,2560,1750000
2358,2600,1750000
3920,2660,1750000
2100,2800,1750000
4000,3043,1750000
4100,3147,1750000
2380,3375,1750000
11180,7000,1750000
4000,1512,1751390
4000,3455,1751390
2500,2368,1755000
2000,4600,1760000
5000,5299,1760000
9208,2848,1765000
3000,3116,1770000
5000,1324,1775000
4399,4648,1775000
1936,2536,1780000
7425,2959,1785000
2781,2979,1790000
4000,2300,1792120
1800,1970,1799000
2000,1656,1800000
5000,1908,1800000
5600,2208,1800000
4000,2250,1800000
2500,2640,1800000
4000,3588,1800000
12000,3712,1800000
13653,3744,1800000
2500,3750,1800000
11099,4800,1800000
2500,5025,1800000
2723,5751,1800000
2500,6010,1800000
4240,8037,1800000
2700,5400,1805000
6000,3180,1825000
1665,1665,1830000
4375,2670,1830000
5003,2451,1832850
5004,2456,1832850
2000,4400,1836000
3125,1410,1850000
3553,1994,1850000
6000,2207,1850000
2175,2910,1850000
1783,3312,1850000
1000,3680,1850000
1751,1765,1855000
2442,2000,1867250
2000,4360,1868000
5093,2432,1868488
10000,8250,1870000
4000,2206,1875000
4657,2310,1880000
4001,2640,1880000
1872,3780,1880000
6200,3251,1883763
1746,2240,1890000
5600,200,1900000
2591,2048,1900000
2430,2261,1900000
1350,2295,1900000
1350,2295,1900000
6925,2640,1900000
2700,2700,1900000
1415,2800,1900000
6000,2886,1900000
2500,3069,1900000
2592,4133,1900000
2542,4200,1900000
2164,4588,1900000
2565,5040,1900000
2700,5550,1900000
2500,5715,1900000
3750,2532,1914310
5000,1820,1925000
8530,1826,1925000
8000,2072,1925000
4000,2390,1950000
7866,4499,1950000
4166,5541,1950000
4167,5542,1950000
3750,6675,1950000
9894,2403,1960000
5940,2856,1960000
10000,500,1980000
4650,3078,1980000
2500,5250,1983231
5282,2986,1990000
4000,2396,1990679
1800,2016,1995000
4899,2565,1999000
3520,1700,2000000
5000,2356,2000000
6000,2629,2000000
3000,3000,2000000
9600,3105,2000000
28900,3840,2000000
2500,4458,2000000
2500,4800,2000000
2500,4815,2000000
2460,6336,2000000
6300,6800,2000000
4600,2817,2001000
1890,2824,2019999
2500,2652,2040000
6520,3097,2040000
5000,3100,2050000
2442,3540,2050000
6282,7000,2050000
1900,3280,2052000
1545,4104,2065500
2450,4974,2070000
4600,3218,2087413
6000,1920,2100000
8865,2968,2100000
3600,3600,2100000
2019,3830,2100000
6000,3292,2107000
2000,2675,2110000
1908,3300,2119000
2500,3600,2120000
5344,2160,2150000
6000,2964,2150000
2500,3060,2150000
10600,3160,2150000
2438,3690,2150000
2000,3700,2170000
5000,2100,2180000
3800,2781,2180000
11042,4708,2182000
6120,2800,2200000
12644,3290,2200000
2438,3690,2200000
2500,4400,2200000
7400,6072,2200000
13122,6400,2200000
10332,9412,2200000
12596,11748,2200000
3150,2535,2207000
2000,4020,2230000
4050,2622,2250000
12000,6700,2250000
3980,3200,2260000
2533,4559,2270000
1800,4551,2272050
8742,2679,2275000
2362,7156,2287500
4175,2700,2291000
2500,2508,2300000
8700,5440,2300000
3055,5526,2300000
1650,1880,2310000
2542,4920,2330000
3887,1494,2350000
4853,3230,2350000
4850,4850,2350000
2742,5600,2350000
3907,12464,2350000
6000,3114,2360000
14212,9394,2360000
5000,3230,2375000
2504,6299,2375000
1596,2688,2400000
6967,3060,2400000
5961,3306,2400000
20360,4225,2400000
4000,7325,2400000
5000,9020,2400000
12868,4234,2435000
3566,3256,2450000
14300,3907,2460000
990,936,2469000
2010,2720,2469000
2742,5600,2480000
2500,1800,2500000
4100,1980,2500000
4470,1980,2500000
4930,1980,2500000
2500,2400,2500000
2500,3000,2500000
1618,3220,2500000
5600,3245,2500000
5856,3485,2500000
2904,3750,2500000
10000,6000,2500000
8820,6200,2500000
6300,10051,2575625
2000,2200,2600000
2500,2500,2600000
2700,4830,2600000
3347,6076,2600000
10000,10000,2600000
11340,10000,2600000
2500,5270,2650000
2500,4923,2655000
8433,8400,2670000
3983,3744,2675000
2783,4000,2700000
2783,4000,2700000
7500,4900,2700000
9192,6593,2700000
3255,4411,2704000
3635,4470,2800000
2070,4600,2800000
2567,5131,2843817
3000,2720,2850000
6246,2775,2850000
2500,5699,2850000
12110,11322,2850000
2052,3024,2875000
2052,3024,2875000
2204,3989,2875000
1900,3472,2880000
4000,2456,2885000
2742,5700,2890000
6000,4995,2900000
2200,6160,2900000
11520,4239,2920000
7000,10848,2942500
3818,7532,2950000
5963,2730,2960000
10310,3205,2980000
2028,1764,2990000
1875,1814,2996500
1900,1967,3000000
5700,2400,3000000
6658,9424,3000000
9375,3880,3050000
2000,3684,3075000
3684,3684,3075000
2000,4350,3075000
2000,2520,3104000
2500,1500,3200000
5638,3900,3200000
4000,4035,3200000
6300,9450,3200000
4033,2396,3250000
16982,2816,3275000
4998,4021,3300000
7920,7920,3300000
2575,8532,3310000
10000,10000,3400000
10009,10000,3400000
5159,5000,3500000
7450,6400,3500000
8200,8200,3500000
16000,7188,3550000
971,1612,3600000
2177,4075,3600000
3939,9839,3600000
7550,4900,3700000
8240,8240,3700000
1200,950,3750000
2723,5280,3750000
8760,7495,3750000
1980,5300,3780000
3960,6360,3780000
10001,5250,3825000
1600,2560,3845000
14160,4000,3850000
2046,7850,3850000
2500,6875,3900000
9375,4500,4000000
7920,6050,4000000
12000,11330,4000000
2250,4500,4150000
3848,3538,4195661
2500,3930,4200000
2500,3930,4200000
6007,6040,4350000
6000,10800,4400000
9390,3960,4500000
9700,7500,4600000
9568,2250,4625000
15197,5160,4750000
17200,6510,4750000
17310,9460,4750000
6100,3372,4850000
2500,6961,4875000
25226,2398,4950000
8100,10200,4985000
6692,8500,5000000
2800,12230,5000000
2800,12230,5000000
5050,3070,5100000
12500,12500,5250000
3283,4596,5250750
21098,7900,5250750
10985,8350,5400000
8600,10350,5600000
5000,10577,5630000
7555,6305,5700000
8626,2397,5750000
9375,9000,5800000
4408,3062,5875000
6298,6000,5875000
8265,8500,5900000
11800,8890,5900000
