LAND SQUARE FEET,GROSS SQUARE FEET, SALE PRICE 
2800,1224,600000
3822,1240,600000
5000,1250,600000
8650,1275,600000
2000,1280,600000
2300,1280,600000
2521,1289,600000
2399,1298,600000
1868,1300,600000
1650,1308,600000
2500,1309,600000
2120,1312,600000
3900,1323,600000
1660,1328,600000
2321,1328,600000
1875,1331,600000
4280,1332,600000
3500,1336,600000
2002,1344,600000
3000,1344,600000
3500,1344,600000
2307,1392,600000
2042,1400,600000
1820,1402,600000
4000,1425,600000
4000,1430,600000
1340,1432,600000
1743,1444,600000
2142,1452,600000
2500,1470,600000
2119,1476,600000
3456,1492,600000
2500,1496,600000
3000,1498,600000
2528,1520,600000
5000,1532,600000
4700,1548,600000
3430,1560,600000
2000,1570,600000
1860,1592,600000
4177,1594,600000
1680,1596,600000
1157,1600,600000
2500,1616,600000
2850,1620,600000
3000,1624,600000
1800,1632,600000
4000,1632,600000
2000,1661,600000
2367,1681,600000
1800,1732,600000
2100,1756,600000
4000,1776,600000
2625,1791,600000
2550,1832,600000
2750,1924,600000
2660,1950,600000
3550,1972,600000
2660,1980,600000
4000,1980,600000
4064,2016,600000
3000,2080,600000
5262,2090,600000
1867,2093,600000
4300,2112,600000
4800,2177,600000
2296,2223,600000
3000,2245,600000
4650,2280,600000
4138,2288,600000
2083,2400,600000
4900,2449,600000
3700,2480,600000
4000,2886,600000
1762,3300,600000
4000,1810,600090
1995,1680,600500
1516,1314,600768
3000,1880,601786
3000,1616,602500
3080,1470,603000
4000,1035,603750
2000,1568,604000
2000,980,605000
4370,1050,605000
2500,1200,605000
2442,1204,605000
2832,1216,605000
4000,1222,605000
2500,1236,605000
3085,1264,605000
2522,1280,605000
2800,1280,605000
4242,1304,605000
2850,1320,605000
2340,1334,605000
4000,1400,605000
4268,1415,605000
2200,1424,605000
3000,1440,605000
2483,1464,605000
2500,1552,605000
3000,1566,605000
2900,1604,605000
2200,1624,605000
4000,1724,605000
1656,1818,605000
2250,1822,605000
3300,1832,605000
1800,1836,605000
3000,2023,605000
3680,2580,605000
3000,1920,605757
2000,1178,606000
3325,1246,606000
2500,1280,606000
2000,1302,606000
4000,1235,607192
2000,1216,607500
4000,1140,607700
2175,1296,607750
3180,1056,608000
1746,1404,608000
3000,1600,608000
2600,1616,608000
3850,2328,608000
4560,2250,609786
2536,2144,609936
4800,672,610000
2000,788,610000
4500,788,610000
4000,1038,610000
3888,1095,610000
3200,1103,610000
4000,1123,610000
4000,1247,610000
2000,1248,610000
2300,1280,610000
8056,1304,610000
2000,1305,610000
2105,1316,610000
1950,1328,610000
1081,1352,610000
3500,1360,610000
3600,1368,610000
2380,1376,610000
2000,1386,610000
4000,1416,610000
1344,1440,610000
5160,1450,610000
2500,1500,610000
2156,1548,610000
4000,1582,610000
2000,1600,610000
2048,1600,610000
3000,1620,610000
2400,1664,610000
3000,1672,610000
1800,1830,610000
3100,1942,610000
4275,2340,610000
4000,2388,610000
1718,2760,610000
4661,2930,610000
2246,3519,610000
2000,4800,610000
4600,2258,610202
3960,2000,610500
2500,1720,610950
1400,2400,610950
1800,1284,612000
2968,1356,612000
2342,1648,612000
2823,2120,612752
2091,944,613000
4500,1031,613047
2000,1404,613500
4000,1021,614000
2961,1716,614000
4614,2184,614769
4000,626,615000
1500,770,615000
1600,848,615000
4074,1008,615000
2500,1020,615000
2550,1090,615000
3000,1104,615000
4000,1104,615000
5000,1125,615000
1520,1143,615000
2850,1170,615000
2000,1200,615000
4000,1232,615000
2442,1262,615000
2500,1264,615000
3269,1266,615000
6000,1276,615000
2000,1280,615000
2720,1280,615000
2425,1292,615000
3000,1304,615000
2592,1320,615000
2521,1330,615000
1320,1344,615000
5000,1348,615000
2400,1368,615000
1900,1378,615000
4000,1399,615000
2000,1400,615000
4000,1402,615000
1600,1504,615000
1995,1552,615000
2500,1552,615000
2500,1593,615000
1995,1630,615000
1800,1683,615000
1200,1800,615000
4000,2001,615000
4200,2068,615000
3000,2184,615000
2173,2240,615000
5388,2526,615920
2295,1248,616041
2175,1152,617200
1040,1120,617500
3934,1080,618000
3000,1155,618000
3200,1275,618000
1940,1314,618000
1940,1530,618000
1942,1989,618000
3500,2166,618000
4000,1290,618500
4000,1026,619000
4000,1100,619000
2576,1176,619000
3200,1216,619000
2033,1228,619000
1900,1307,619000
1980,1671,619000
2093,1720,619000
2905,1920,619000
2000,796,619250
2500,672,620000
4000,910,620000
4000,930,620000
1600,960,620000
4000,1020,620000
2210,1056,620000
3900,1063,620000
1842,1065,620000
1775,1118,620000
2529,1136,620000
2000,1170,620000
3300,1188,620000
3682,1188,620000
2500,1224,620000
1800,1232,620000
1840,1242,620000
6000,1246,620000
4000,1252,620000
2500,1280,620000
2000,1305,620000
4000,1308,620000
3142,1316,620000
4000,1358,620000
2500,1376,620000
3000,1384,620000
3000,1400,620000
4000,1415,620000
3000,1460,620000
1254,1491,620000
1300,1500,620000
1710,1508,620000
1900,1518,620000
3500,1540,620000
2300,1568,620000
2400,1600,620000
2500,1600,620000
3520,1606,620000
2523,1800,620000
6000,1860,620000
6670,1860,620000
2500,1928,620000
2502,1976,620000
1527,2200,620000
3058,2200,620000
4290,2250,620000
4088,1095,621000
2573,1784,621133
1892,1376,621185
2018,1328,621500
2500,1120,622000
4000,2100,622000
4512,1298,622500
2800,1164,623000
4100,1156,624000
2500,2052,624000
2610,1920,624277
3068,1487,624750
2775,710,625000
2200,968,625000
1900,1008,625000
2600,1056,625000
1888,1080,625000
4500,1092,625000
2500,1113,625000
3000,1136,625000
2000,1184,625000
2300,1184,625000
2567,1184,625000
1800,1196,625000
3000,1200,625000
2750,1216,625000
2375,1224,625000
3800,1231,625000
3733,1238,625000
2433,1248,625000
1900,1292,625000
4635,1296,625000
1923,1318,625000
6351,1320,625000
1842,1330,625000
2000,1344,625000
2600,1368,625000
4095,1404,625000
3200,1470,625000
3977,1476,625000
7300,1488,625000
4884,1552,625000
2500,1576,625000
2018,1592,625000
2500,1598,625000
2500,1600,625000
2200,1632,625000
2406,1640,625000
2000,1648,625000
2400,1648,625000
3096,1696,625000
3100,1700,625000
4120,1704,625000
2798,1767,625000
2700,1848,625000
4000,1860,625000
2500,1915,625000
3200,1942,625000
4180,1968,625000
2638,1980,625000
3000,2000,625000
3780,2125,625000
4000,2192,625000
1888,2520,625000
3325,1152,626000
4000,2154,626000
2500,1929,626417
1953,1120,627000
1364,1048,628000
1940,1296,628000
1888,1376,628000
3225,1298,629000
2018,1312,629000
4000,1350,629000
2294,1706,629000
3242,1859,629000
4000,2304,629000
4000,2390,629000
2823,2120,629025
2375,600,630000
4500,789,630000
2200,836,630000
3432,960,630000
1792,1024,630000
1958,1065,630000
4000,1066,630000
5200,1091,630000
3125,1156,630000
2000,1184,630000
1888,1198,630000
1650,1200,630000
3300,1208,630000
2325,1216,630000
1600,1232,630000
2300,1248,630000
2200,1264,630000
5000,1272,630000
2000,1280,630000
2000,1312,630000
2477,1328,630000
1900,1330,630000
2060,1344,630000
2250,1357,630000
1848,1362,630000
2100,1392,630000
2538,1408,630000
2100,1414,630000
4000,1434,630000
2400,1440,630000
1650,1472,630000
2521,1472,630000
4400,1474,630000
1800,1488,630000
4000,1512,630000
3000,1533,630000
3264,1535,630000
3371,1538,630000
2432,1548,630000
4000,1564,630000
2600,1616,630000
1640,1632,630000
4000,1644,630000
4500,1672,630000
2375,1732,630000
2000,1778,630000
2217,1781,630000
4000,1800,630000
2301,1840,630000
3000,1845,630000
7500,1982,630000
2240,2016,630000
3950,2150,630000
3000,2200,630000
2723,2400,630000
2750,3726,630000
2400,1552,630700
2000,1200,631000
2750,2016,631000
2500,1552,631500
2400,1152,632000
2000,1490,632000
4200,1498,632000
3200,1795,632000
2500,1596,632469
1540,796,633000
3800,956,633000
2900,1596,633000
2100,1756,633000
2000,2016,633500
2000,1330,633979
4000,1260,634000
2375,928,635000
1942,930,635000
4000,990,635000
4000,1075,635000
2394,1080,635000
3590,1092,635000
4000,1144,635000
4000,1176,635000
2000,1216,635000
2400,1220,635000
2600,1264,635000
2639,1264,635000
1985,1276,635000
1900,1312,635000
2400,1312,635000
2507,1328,635000
2522,1328,635000
2378,1332,635000
3200,1364,635000
3104,1375,635000
3240,1408,635000
3080,1418,635000
2335,1424,635000
3000,1500,635000
3000,1551,635000
2924,1600,635000
2937,1658,635000
2400,1666,635000
2653,1666,635000
4000,1716,635000
2790,1720,635000
3000,1770,635000
3700,1844,635000
2000,1850,635000
4000,1909,635000
3600,1992,635000
4000,2158,635000
3304,2192,635000
1887,2248,635000
3100,2392,635000
6000,2926,635000
2300,1340,636000
6900,1431,636000
2367,1568,636000
6500,2060,636000
6100,935,636406
4040,1624,637000
3641,2150,637000
2500,1385,637500
3000,1510,637500
3336,1664,637500
2415,1800,637500
2240,3150,637500
4000,1288,637629
2028,945,638000
4189,948,638000
2700,1224,638000
1600,1240,638000
2000,1312,638000
6504,1382,638000
2500,1638,638000
3000,1640,638000
2500,2231,638000
4000,1288,638464
2592,3213,638600
2549,1800,638680
2500,1184,638888
5000,1040,639000
2917,1556,639000
2700,1568,639000
1900,1216,639500
1559,896,639900
2100,1448,639995
2000,820,640000
2000,854,640000
4000,1023,640000
3834,1031,640000
4000,1084,640000
4010,1110,640000
1600,1120,640000
3800,1125,640000
2662,1128,640000
4000,1140,640000
2400,1208,640000
1533,1216,640000
4400,1220,640000
2500,1232,640000
2100,1264,640000
1940,1296,640000
2500,1322,640000
2500,1328,640000
2533,1328,640000
4000,1339,640000
3000,1344,640000
2350,1378,640000
3000,1392,640000
4000,1428,640000
2324,1436,640000
3120,1440,640000
3300,1440,640000
2917,1458,640000
2500,1476,640000
4000,1484,640000
4000,1494,640000
2523,1496,640000
4000,1521,640000
2360,1536,640000
4000,1566,640000
5100,1602,640000
1840,1608,640000
2800,1620,640000
3336,1664,640000
2700,1666,640000
4000,1702,640000
2375,1744,640000
1650,1786,640000
6000,1896,640000
4000,1900,640000
6000,1992,640000
4000,2228,640000
4000,2275,640000
1432,2460,640000
4000,2600,640000
3000,1200,641000
3369,1020,641300
1512,1080,641498
1256,2262,641498
3100,2392,641500
4000,1512,642000
2448,1088,643000
3068,1284,643000
1800,1683,643000
2550,1932,643000
4000,2000,643500
3200,1284,643724
3100,1942,643762
2394,1368,644000
4000,2250,644000
1733,1088,645000
2500,1122,645000
1760,1224,645000
1650,1280,645000
2000,1296,645000
4560,1304,645000
2442,1360,645000
3040,1390,645000
2523,1446,645000
3000,1520,645000
4000,1632,645000
2500,1634,645000
3373,1771,645000
4000,1800,645000
3012,1890,645000
5500,1938,645000
4700,1998,645000
3600,2020,645000
2000,3600,645000
3420,2350,645007
4000,2100,646589
2400,1160,647000
3000,1510,647100
2000,1216,647500
2800,1552,648000
4040,1050,648500
3000,830,649000
1940,1314,649000
3700,1316,649000
2900,1460,649000
4000,1854,649000
2500,2197,649000
4000,1800,649900
2000,796,650000
2000,840,650000
4000,840,650000
4100,943,650000
2500,960,650000
4000,1020,650000
2800,1065,650000
1800,1080,650000
2919,1084,650000
3767,1100,650000
3648,1120,650000
4000,1120,650000
4500,1125,650000
4240,1126,650000
5700,1140,650000
2000,1170,650000
7360,1170,650000
2500,1176,650000
4000,1204,650000
1908,1216,650000
1823,1230,650000
7600,1230,650000
4800,1231,650000
4900,1231,650000
2600,1248,650000
1995,1260,650000
1800,1268,650000
1600,1280,650000
2300,1280,650000
2300,1280,650000
4013,1284,650000
1975,1312,650000
2000,1312,650000
3876,1312,650000
2700,1316,650000
2378,1328,650000
5000,1330,650000
2000,1350,650000
2113,1350,650000
1489,1358,650000
3000,1360,650000
1700,1368,650000
4000,1376,650000
1500,1408,650000
3000,1410,650000
2442,1416,650000
6000,1417,650000
1800,1424,650000
2000,1426,650000
1820,1428,650000
3265,1429,650000
2000,1438,650000
2500,1440,650000
3210,1440,650000
4000,1440,650000
3000,1456,650000
2017,1464,650000
1600,1480,650000
2400,1490,650000
2304,1508,650000
3080,1531,650000
2500,1568,650000
1883,1600,650000
2500,1600,650000
2500,1600,650000
3000,1606,650000
4000,1616,650000
2276,1624,650000
3000,1624,650000
1900,1637,650000
3200,1644,650000
2700,1648,650000
6148,1656,650000
2701,1664,650000
2700,1680,650000
1739,1696,650000
3100,1714,650000
1725,1729,650000
2600,1734,650000
3960,1746,650000
3000,1750,650000
2650,1768,650000
3242,1772,650000
1240,1800,650000
2000,1800,650000
2915,1820,650000
3300,1850,650000
1908,1888,650000
4000,1897,650000
3907,1910,650000
3613,1920,650000
6000,1948,650000
3933,1958,650000
2600,1986,650000
4000,1990,650000
2000,2000,650000
3500,2000,650000
1580,2050,650000
1980,2120,650000
4000,2140,650000
4350,2144,650000
1900,2160,650000
2000,2160,650000
2500,2200,650000
2440,2400,650000
2706,2600,650000
1713,2772,650000
1640,2800,650000
8367,2808,650000
1946,4560,650000
2217,4720,650000
2300,1280,651000
4000,1606,651680
2175,2144,651680
5600,1155,651900
2400,1280,652000
4000,1399,652000
3025,1488,652000
2500,1170,652888
2391,1015,653000
1566,1080,653000
4000,1214,654000
5080,1457,654000
7080,1584,654052
4100,934,654552
2459,1664,654987
4000,900,655000
4000,1050,655000
1958,1080,655000
4000,1134,655000
1600,1184,655000
2000,1264,655000
2000,1305,655000
1900,1312,655000
2375,1350,655000
3300,1364,655000
2450,1368,655000
2500,1420,655000
3100,1430,655000
2200,1440,655000
2500,1528,655000
4000,1588,655000
3742,1720,655000
3725,1875,655000
3200,1496,655200
3000,1600,655372
1900,760,657500
3125,1104,657500
2000,1920,657536
2425,1056,658000
2500,1088,658000
2800,1800,658000
1800,1188,658500
2500,1184,659000
2000,1646,659000
2500,1880,659000
2800,2400,659427
2908,840,660000
2142,861,660000
4000,1009,660000
1600,1024,660000
1700,1054,660000
4500,1116,660000
3700,1120,660000
1900,1216,660000
4000,1222,660000
4000,1224,660000
4000,1230,660000
2000,1244,660000
2416,1248,660000
4000,1248,660000
1800,1278,660000
2100,1280,660000
3000,1291,660000
3120,1296,660000
2349,1308,660000
2500,1312,660000
1840,1330,660000
2700,1344,660000
2500,1360,660000
2800,1375,660000
2000,1380,660000
4000,1388,660000
4000,1416,660000
3150,1440,660000
2156,1448,660000
4000,1485,660000
1500,1512,660000
4260,1520,660000
4214,1600,660000
2114,1608,660000
2500,1628,660000
2258,1653,660000
4000,1700,660000
1395,1732,660000
3154,1800,660000
4000,1968,660000
3892,1986,660000
5250,2000,660000
4000,2060,660000
4320,2100,660000
3000,2160,660000
3100,2162,660000
3050,2223,660000
3000,2600,660000
4000,3158,660000
2000,1976,660335
2500,1556,660892
3000,1880,661000
2500,1280,662000
4800,1440,662000
1600,1472,662000
4000,1536,662000
4526,1080,662500
5000,1170,662500
2800,1987,662881
4280,1186,663000
1600,1232,663000
2000,2572,663000
1900,1408,664500
2343,2200,664800
1805,1995,664950
2700,796,665000
4000,948,665000
2000,960,665000
2976,1088,665000
4000,1100,665000
4000,1140,665000
1888,1222,665000
1844,1224,665000
2500,1260,665000
3150,1309,665000
2083,1316,665000
4275,1400,665000
4000,1412,665000
1800,1424,665000
4000,1488,665000
2429,1536,665000
3016,1568,665000
3713,1720,665000
3000,1736,665000
1830,1830,665000
6000,2000,665000
2500,2100,665000
4540,2520,665000
5000,4100,665000
2400,1216,666040
1958,1065,667000
2500,1612,667200
1805,1065,667500
2696,2140,667500
3558,1224,668000
4000,1334,668000
1422,1476,668000
1280,1496,668000
2018,1579,668000
4000,1690,668000
4800,949,669000
1800,1260,669000
4000,1270,669000
3815,1280,669000
2328,656,670000
2400,840,670000
1681,902,670000
4000,905,670000
1950,1018,670000
3303,1020,670000
2100,1024,670000
1842,1065,670000
1842,1080,670000
4300,1099,670000
4000,1100,670000
2500,1120,670000
2742,1122,670000
3050,1122,670000
2262,1136,670000
11816,1152,670000
1800,1224,670000
2585,1248,670000
2442,1260,670000
2438,1264,670000
1924,1288,670000
3000,1291,670000
1806,1344,670000
4000,1350,670000
3500,1395,670000
2500,1398,670000
2717,1422,670000
2600,1488,670000
2037,1536,670000
2670,1540,670000
2500,1569,670000
2500,1576,670000
1300,1600,670000
2406,1664,670000
1800,1683,670000
4000,1686,670000
4000,1688,670000
2200,1697,670000
3200,1712,670000
3000,1720,670000
3000,1735,670000
2050,1915,670000
7923,1950,670000
1800,1998,670000
3300,2034,670000
6000,2060,670000
5222,2135,670000
3067,2310,670000
5363,2344,670000
1535,2448,670000
2000,2048,670100
1800,2080,670947
2520,1372,671000
1800,1224,672045
2378,1376,673000
2576,1568,673000
1750,2573,673731
2583,1787,673744
4000,1170,674000
6000,1593,674000
3028,1638,674082
3000,1634,674640
3710,1936,674900
2840,800,675000
4300,813,675000
4000,1020,675000
1980,1080,675000
3455,1080,675000
1710,1116,675000
4000,1138,675000
4000,1171,675000
1500,1175,675000
1842,1188,675000
4000,1196,675000
3152,1218,675000
5500,1233,675000
4000,1234,675000
5465,1235,675000
4000,1251,675000
2000,1280,675000
2280,1280,675000
4000,1280,675000
2000,1296,675000
2500,1312,675000
2000,1328,675000
3800,1334,675000
2000,1386,675000
3400,1440,675000
4000,1443,675000
2535,1446,675000
4000,1464,675000
4000,1469,675000
4000,1493,675000
5000,1548,675000
2500,1566,675000
2400,1568,675000
2292,1580,675000
4000,1616,675000
2161,1688,675000
2300,1697,675000
1840,1728,675000
2200,1813,675000
3000,1840,675000
3520,1848,675000
1754,1890,675000
2600,1909,675000
3000,1920,675000
2200,1936,675000
2400,1956,675000
4000,1996,675000
6962,2000,675000
6000,2026,675000
3900,2200,675000
3600,2304,675000
2500,2360,675000
3233,2400,675000
3000,3265,675000
4000,1080,675100
3269,1235,676000
4000,1840,676000
1561,2000,676161
4000,1380,676900
2750,1908,677000
2017,1796,677250
1800,1224,677500
2638,1138,678000
1995,1554,678000
2252,1708,678000
3000,1756,678000
1275,1444,678284
4000,1366,679000
2884,1620,679000
4319,2400,679000
2500,1205,679500
1500,881,680000
2825,896,680000
2600,946,680000
4500,1031,680000
1688,1056,680000
4000,1066,680000
4000,1092,680000
4000,1119,680000
2150,1170,680000
1600,1183,680000
2700,1184,680000
1530,1232,680000
4000,1235,680000
1754,1260,680000
1800,1260,680000
1712,1272,680000
2156,1280,680000
4000,1304,680000
2500,1312,680000
2375,1316,680000
2000,1326,680000
2000,1328,680000
2000,1328,680000
1900,1344,680000
2000,1360,680000
2200,1360,680000
2325,1376,680000
2500,1484,680000
3142,1504,680000
4000,1520,680000
2392,1539,680000
2577,1578,680000
5301,1580,680000
3000,1586,680000
5042,1641,680000
3451,1643,680000
2500,1659,680000
2066,1660,680000
3300,1661,680000
3436,1780,680000
4000,1784,680000
3300,1828,680000
16906,1900,680000
2000,2000,680000
2317,2012,680000
4000,2024,680000
2100,2025,680000
4580,2025,680000
4320,2040,680000
3100,2162,680000
3424,2392,680000
1680,2600,680000
2142,2750,680000
2300,2846,680000
2292,3200,680000
4000,1002,681500
2300,1356,682000
2100,1557,682000
4320,2266,682000
2500,1200,682228
1400,2400,682228
1400,2400,682228
1710,1264,682500
6000,1980,682500
2020,2800,682500
3563,1050,683000
2800,1665,683000
1953,1272,684000
2475,1344,684000
5600,1400,684000
2500,1672,684000
2923,1100,684386
2236,896,685000
1600,1024,685000
4000,1125,685000
4242,1248,685000
2520,1288,685000
2000,1312,685000
4000,1330,685000
2246,1348,685000
4000,1368,685000
1581,1374,685000
2433,1428,685000
1734,1462,685000
4000,1481,685000
3500,1485,685000
2500,1560,685000
3200,1583,685000
2500,1592,685000
4000,1642,685000
4000,1666,685000
3500,1680,685000
2954,1710,685000
1940,1798,685000
4000,1800,685000
3400,1824,685000
3938,1980,685000
5737,2046,685000
3000,2112,685000
4200,2140,685000
4000,2392,685000
2800,1288,685654
2142,819,686000
2400,1376,686000
2973,1372,686520
2500,1188,688000
2400,1232,688000
4707,3450,688000
2052,1330,689000
2385,1362,689000
4000,875,689253
2000,960,690000
4120,1100,690000
2500,1122,690000
4802,1136,690000
1600,1152,690000
1800,1224,690000
3840,1268,690000
3160,1330,690000
3010,1332,690000
2442,1344,690000
3800,1344,690000
3000,1486,690000
2948,1494,690000
4000,1497,690000
3000,1506,690000
2970,1538,690000
1758,1589,690000
2700,1596,690000
1890,1632,690000
3675,1634,690000
3000,1640,690000
3600,1720,690000
3000,1783,690000
6000,1785,690000
2500,1788,690000
2000,2000,690000
2400,2252,690000
1488,2264,690000
2003,2398,690000
6000,2664,690000
3500,2704,690000
3476,3313,690000
4503,2246,691200
2297,1072,692000
1500,1285,692000
4500,1530,692000
2100,2240,692000
1600,1110,692800
2142,1648,694000
4000,2312,694000
2520,1056,695000
2000,1248,695000
1600,1312,695000
1900,1392,695000
4000,1397,695000
2000,1400,695000
2000,1470,695000
2000,1504,695000
2500,1520,695000
4000,1554,695000
1729,1680,695000
4275,1800,695000
2824,2116,695000
2150,2753,695000
3319,4068,695000
2415,1620,695248
1842,1080,695500
3325,1186,696000
3000,1280,696489
2224,1568,697500
1900,1248,698000
3760,1308,698000
2500,1344,698000
1710,2122,698000
2960,1144,699000
2315,1248,699000
4000,1260,699000
4000,1313,699000
2325,1376,699000
2017,1392,699000
2675,3102,699000
5305,2346,699344
1943,1468,699500
2083,1912,699888
2000,1392,699900
4200,675,700000
2715,886,700000
4000,924,700000
912,928,700000
2334,966,700000
2345,966,700000
6000,968,700000
4000,1040,700000
4000,1040,700000
4000,1050,700000
2185,1056,700000
1808,1080,700000
1245,1094,700000
2548,1097,700000
1800,1152,700000
1441,1200,700000
2000,1200,700000
4000,1200,700000
4000,1200,700000
4000,1216,700000
2633,1224,700000
4121,1232,700000
2320,1234,700000
2000,1240,700000
1967,1248,700000
2500,1248,700000
3300,1250,700000
1900,1260,700000
1940,1262,700000
3000,1270,700000
8650,1275,700000
2450,1290,700000
3750,1295,700000
1800,1296,700000
4016,1308,700000
2111,1312,700000
2600,1312,700000
3000,1312,700000
2800,1328,700000
3990,1356,700000
4000,1380,700000
2000,1400,700000
4050,1407,700000
1647,1408,700000
2210,1433,700000
3042,1440,700000
1914,1468,700000
3100,1472,700000
2400,1480,700000
1710,1485,700000
1818,1485,700000
3400,1488,700000
4000,1512,700000
2500,1520,700000
2433,1536,700000
1857,1556,700000
2751,1584,700000
4440,1590,700000
2442,1600,700000
3000,1602,700000
3190,1608,700000
4000,1610,700000
2400,1616,700000
1975,1629,700000
2500,1633,700000
3142,1638,700000
1900,1640,700000
2370,1672,700000
2652,1740,700000
2000,1766,700000
1800,1782,700000
2800,1800,700000
2467,1840,700000
4000,1881,700000
3306,1886,700000
4000,1890,700000
2647,1920,700000
4000,1950,700000
5500,1981,700000
4000,2010,700000
3434,2040,700000
2000,2050,700000
6000,2088,700000
4000,2120,700000
2300,2240,700000
2645,2290,700000
3119,2369,700000
4200,2392,700000
4000,2448,700000
4000,2496,700000
3548,2720,700000
1535,2744,700000
1745,2760,700000
2200,2770,700000
2015,3021,700000
4950,3024,700000
3048,3046,700000
2343,3222,700000
3758,3310,700000
2246,3519,700000
3190,3552,700000
4000,910,701031
2000,1080,702000
2342,1248,702000
3241,1260,702000
6412,3893,702841
2300,1328,704000
2157,2520,704000
2449,1568,704900
6555,1822,704900
2313,993,705000
4000,1032,705000
4800,1290,705000
2518,1408,705000
1412,1488,705000
1998,1683,705000
2500,1709,705000
4000,1762,705000
3000,1764,705000
2167,1800,705000
2650,1914,705000
1942,1956,705000
2500,2000,705000
2500,2040,705000
4000,2114,705000
2574,1136,706500
2000,2320,707000
2300,1080,707500
1692,1188,708000
1600,1216,708000
1725,1265,708013
5500,2208,708399
3800,1498,708400
2500,2138,709500
1968,896,710000
2200,956,710000
1600,960,710000
1600,960,710000
1958,1065,710000
1512,1080,710000
4000,1125,710000
1948,1170,710000
4333,1248,710000
3301,1280,710000
2500,1314,710000
2500,1360,710000
1280,1364,710000
2000,1365,710000
2000,1408,710000
2367,1411,710000
4000,1417,710000
4000,1469,710000
1804,1508,710000
3000,1565,710000
2300,1576,710000
2000,1600,710000
3000,1675,710000
1857,1681,710000
1800,1683,710000
2142,1738,710000
2300,1740,710000
4000,1800,710000
3605,1904,710000
2375,1919,710000
3100,1920,710000
4000,2016,710000
2280,2040,710000
3000,2046,710000
1650,2554,710000
6242,2574,710000
4000,3000,710000
2500,1200,712000
4500,1240,712000
2000,1264,712000
2406,1280,712000
1800,1404,712000
4000,1458,712000
5556,1746,712000
1800,1836,712000
1400,2400,712775
1400,2400,712775
1857,1708,712820
2500,1248,713000
2800,1418,713000
1600,960,713800
3586,1528,714000
2500,1568,714529
4000,936,715000
1394,1080,715000
1800,1188,715000
2000,1200,715000
2500,1216,715000
1800,1224,715000
2525,1248,715000
2488,1274,715000
4242,1274,715000
3150,1280,715000
2300,1320,715000
1900,1368,715000
2418,1440,715000
2080,1530,715000
2500,1568,715000
2342,1612,715000
3200,1620,715000
2400,1640,715000
1800,1683,715000
1541,1782,715000
2400,1944,715000
4000,1972,715000
2400,1975,715000
1501,1995,715000
2739,2004,715000
2000,2100,715000
4000,2208,715000
4000,2424,715000
2362,2784,715000
2067,3168,715000
2800,2964,716466
2000,1968,717000
6000,1280,717500
2000,1440,717500
2521,988,718000
2000,1403,718000
2500,1216,718888
2500,960,719000
4094,953,720000
3150,960,720000
4000,990,720000
4400,1016,720000
4800,1047,720000
4000,1094,720000
2425,1166,720000
4000,1182,720000
1800,1188,720000
1520,1190,720000
2375,1190,720000
1800,1224,720000
2000,1280,720000
5500,1302,720000
1600,1320,720000
1292,1328,720000
2400,1332,720000
3000,1430,720000
2500,1466,720000
2185,1472,720000
2632,1480,720000
4000,1510,720000
2142,1519,720000
1250,1538,720000
3325,1541,720000
1800,1560,720000
2000,1648,720000
3060,1719,720000
3512,1758,720000
1900,1805,720000
2500,1895,720000
2625,2000,720000
2000,2080,720000
4000,2142,720000
2250,2168,720000
2042,2292,720000
4000,2423,720000
2675,3099,720000
4500,3102,720000
2200,1394,721000
2502,2288,721000
1800,1152,721500
6400,2464,721763
2392,1152,722000
2750,1218,722500
2197,1536,723000
1713,1925,723000
3000,1980,723000
8709,3066,724000
6250,1414,724500
1242,720,725000
2220,784,725000
2000,930,725000
4000,976,725000
4000,1114,725000
2600,1116,725000
4000,1125,725000
4000,1178,725000
5985,1258,725000
1926,1296,725000
3478,1306,725000
1782,1332,725000
2254,1332,725000
2500,1373,725000
4000,1402,725000
2500,1481,725000
4000,1510,725000
1680,1530,725000
2500,1582,725000
3758,1584,725000
4000,1612,725000
4000,1659,725000
3200,1723,725000
3500,1764,725000
2010,1800,725000
3000,1876,725000
2000,1890,725000
1958,1906,725000
4000,1916,725000
2500,1950,725000
3216,1964,725000
2018,2000,725000
2200,2025,725000
5000,2040,725000
3000,2181,725000
3900,2496,725000
1980,2796,725000
12012,3270,725000
3200,3762,725000
3319,4068,725000
2789,5058,725000
4225,1449,725945
2000,1712,726000
2171,3810,726500
3150,1576,726525
5100,930,727000
4200,1213,727000
3000,1500,727000
1600,960,727100
4000,1566,727200
2185,1120,727500
5830,1177,728000
2268,1288,728000
6000,1350,728000
1034,1900,728000
1400,2400,728049
2424,900,729000
2500,1732,729000
4090,2013,729000
1600,976,730000
1958,1080,730000
4000,1105,730000
2129,1152,730000
3880,1169,730000
3094,1188,730000
1650,1200,730000
6000,1200,730000
2500,1216,730000
1710,1224,730000
4760,1256,730000
1800,1262,730000
5000,1294,730000
1600,1316,730000
2100,1328,730000
4000,1339,730000
4177,1344,730000
2584,1368,730000
2500,1376,730000
2817,1470,730000
3000,1512,730000
2500,1524,730000
2650,1566,730000
2552,1627,730000
4000,1648,730000
2114,1697,730000
4100,1716,730000
2042,1720,730000
3028,1725,730000
3000,1800,730000
2580,1848,730000
2520,1854,730000
2235,1916,730000
2992,1932,730000
2674,1993,730000
1745,2000,730000
